position,person,personID,start,end
President,Lansana Conté,Q202582,1984-04-05,2008-12-22
President,Moussa Dadis Camara,Q314271,2008-12-24,2009-12-03
President,Sékouba Konaté,Q718230,2009-12-03,2010-12-21
President,Alpha Condé,Q4413,2010-12-21,2021-09-05
President,Mamadi Doumbouya,Q108418519,2021-10-01,
Prime Minister,Lamine Sidimé,Q1801573,1999-03-13,2004-02-23
Prime Minister,François Lonseny Fall,Q1451112,2004-02-23,2004-04-24
Prime Minister,Cellou Dalein Diallo,Q739715,2004-12-09,2006-04-05
Prime Minister,Eugène Camara,Q1373451,2007-02-09,2007-03-01
Prime Minister,Lansana Kouyaté,Q1343963,2007-03-01,2008-05-23
Prime Minister,Ahmed Tidiane Souaré,Q401526,2008-05-20,2008-12-24
Prime Minister,Kabiné Komara,Q718183,2008-12-30,2010-01-26
Prime Minister,Jean-Marie Doré,Q527792,2010-01-26,2010-12-24
Prime Minister,Mohamed Said Fofana,Q57875,2010-12-24,2015-12-29
Prime Minister,Mamady Youla,Q21855433,2015-12-29,2018-05-21
Prime Minister,Ibrahima Kassory Fofana,Q5984807,2018-05-21,2021-09-05
Prime Minister,Mohamed Béavogui,Q66708545,2021-09-06,2022-08-20
Prime Minister,Bernard Goumou,Q109296984,2022-08-20,
High Representative of the Head of State,Sidya Touré,Q324899,2016-01-02,2018-12-11
High Representative of the Head of State,Claude Kory Kondiano,Q59582595,2020-06-20,2021-09-05
Minister of State,Kerfalla Yansané,Q19940288,2016-01-12,2018-01-24
Minister of African Cooperation and Integration,Koutoubou Moustapha Sano,Q55365526,2011,2016
Minister of African Cooperation and Integration,Amadou Thierno Diallo guinée,Q108510258,2021-03-19,2021-09-05
Minster of Budget,Ismaël Dioubaté,Q94705904,2018-05-26,2021-09-05
"Minister of Culture, Tourism, and Handcrafts",Bill de Sam,Q109413676,2021-11-04,
Minister of Defence,Arafan Camara,Q2859422,2007-03-28,2008-05-20
Minister of Defence,Almamy Kabélé Camara,Q114643672,2008-05-19,2008-12-24
Minister of Defence,Sékouba Konaté,Q718230,2009-01-14,2010-01-26
Minister of Defence,Abdoul Kabèlè Camara,Q6344570,2010-12-24,2015-12-26
Minister of Defence,Mohamed Diané,Q97365655,2015-12-26,2021-09-05
Minister of Defence,Aboubacar Sidiki Camara,Q109044655,2021-10-21,
Minister of Economy and Finance,Ibrahima Kassory Fofana,Q5984807,1997,2000
Minister of Finance,Ibrahima Kassory Fofana,Q5984807,1998,2000
Minister of Finance,Cheick Amadou Camara,Q106961880,2000,2004
Minister of Finance,Madikaba Camara,Q106961788,2004,2007
Minister of Finance,Ousmane Doré,Q100469635,2007,2008
Minister of Finance,Karamokoba Camara,Q106961600,2008,2009
Minister of Finance,Mamadou Sande,Q106961574,2009,2010-02-15
Minister of Finance,Kerfalla Yansané,Q19940288,2010-02-15,2014-01-15
Minister of Finance,Mohamed Diaré,Q106961450,2014-01-15,2016-01-04
Minister of Finance,Malado Kaba,Q29956892,2016-01-04,2018-05-28
Minister of Finance,Mamadi Camara,Q64590528,2018-05-29,
"Minister of Fisheries, Aquaculture and the Maritime Economy",Frédéric Loua,Q90159096,2018-05-26,
"Minister of Fisheries, Aquaculture and the Maritime Economy",Charlotte Daffé,Q109252096,2021-10-25,
Minister of Foreign Affairs,Zainoul Abidine Sanoussi,Q108426402,1999,2000
Minister of Foreign Affairs,Mahawa Bangoura,Q42814067,2000,2002
Minister of Foreign Affairs,François Lonseny Fall,Q1451112,2002-06,2004-02-23
Minister of Foreign Affairs,Mamady Condé,Q3284885,2004,2005
Minister of Foreign Affairs,Mamady Condé,Q3284885,2006,2007
Minister of Foreign Affairs,Abdoul Kabèlè Camara,Q6344570,2007,2008
Minister of Foreign Affairs,Amadou Lamarana Bah,Q108426403,2008,2009
Minister of Foreign Affairs,Alexandre Cécé Loua,Q2643744,2009,2010
Minister of Foreign Affairs,Bakary Fofana,Q4849023,2010,2010
Minister of Foreign Affairs,Édouard Nyankoye Lamah,Q93429790,2010-12-24,2012-10-06
Minister of Foreign Affairs,François Lonseny Fall,Q1451112,2012,2016
Minister of Foreign Affairs,Makalé Camara,Q29292695,2015-12-26,2017-08-22
Minister of Foreign Affairs,Mamadi Touré,Q55098131,2017-08-22,2021-01-15
Minister of Foreign Affairs,Ibrahima Khalil Kaba,Q102264364,2021-01-19,2021-09-05
Minister of Foreign Affairs,Mory Sandan Kouyaté,Q109252098,2021-10-25,
Minister of Health,Naman Keita,Q112061372,2010-12-24,2014-01-15
Minister of Health,Remy Lamah,Q18394003,2014-01-24,2015-12-26
Minister of Health,Abdourahmane Diallo,Q72600317,2015-12-26,2018-05-17
Minister of Health,Édouard Nyankoye Lamah,Q93429790,2018-05-17,2019-11-11
Minister of Health,Remy Lamah,Q18394003,2019-11-11,2021-05-09
Minister of Health,Mamadou Péthè Diallo,Q109252097,2021-10-25,
"Minister of Higher Education, Scientific Research and Innovation",Diaka Sidibe,Q109275607,2021-10-26,
